SMILES,PCE (%)
N=1C=CC=C(C1)COC2=CC=C3C(OC4=CC(OCC=5C=NC=CC5)=CC=C4C36C=7C=C(C=CC7C8=CC=C(C=C86)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)=C2,
O(C1=CC=C(C=C1)N(C2=CC=C3C4=CC=C(C=C4C5(C3=C2)C6=CC(=CC=C6C7=CC=C(C=C75)N(C8=CC=C(OC)C=C8)C9=CC=C%10C=%11C=CC=CC%11C(C%10=C9)(C)C)N(C%12=CC=C(OC)C=C%12)C%13=CC=C%14C=%15C=CC=CC%15C(C%14=C%13)(C)C)N(C%16=CC=C(OC)C=C%16)C%17=CC=C%18C=%19C=CC=CC%19C(C%18=C%17)(C)C)C%20=CC=C%21C=%22C=CC=CC%22C(C%21=C%20)(C)C)C,
O1C(=CC=C1C=2C=CC(=CC2)N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)C=5C=CC(=CC5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7,
C1(=CC=C(C=C1)N(C=1C=CC=2C3=CC=C(C=C3C3=CC(=C(C1C23)C#N)C#N)N(C2=CC=C(C=C2)C)C2=CC=C(C=C2)C)C2=CC=C(C=C2)C)C,
COC1=CC=C(C=C1)N(C1=CC2=C(S1)C=1S(C=CC1C21C2=CC=CC=C2C=2C=CC=CC12)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,
C=1C=C(C=CC1N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C4(C5=CC=C(C=C5)N(C6=CC=C(C=C6)C)C7=CC=C(C=C7)C)CCCCC4)C,
CC1=CC2=C(S1)C(C3=CC=C(C(CCCC)CC)S3)=C4C(SC(C5=C6C(C(F)=C(C(OCC(CC)CCCC)=O)S6)=C(C)S5)=C4)=C2C7=CC=C(CC(CC)CCCC)S7,
O=C1C=2C=3SC(=CC3SC2C=4SC=5C=C(SC5C4C(=O)N1CCCCCCCCCCCC)C=6C=CC(=CC6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C9=CC=C(C=C9)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11,
S1C(SC(SCCCCCCCCCCCCCCCCCC)=C1SCCCCCCCCCCCCCCCCCC)=C2SC(SCCCCCCCCCCCCCCCCCC)=C(S2)SCCCCCCCCCCCCCCCCCC,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C4C(=C3)C=5C=C(C=CC5N4C6=CC=C(C=C6)N7C8=CC=C(C=C8C=9C=C(C=CC97)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OC)C=C%15)C,
S1C(=CC=C1C=2SC(C=3SC(=CC3)C=4SC(=CC4)CCCCCC)=C(C2)C=5C=C(SC5C=6SC(=CC6)C=7SC(=CC7)CCCCCC)C=8SC(=CC8)C=9SC(=CC9)CCCCCC)C=%10SC(=CC%10)CCCCCC,
O(C1=CC=C(C=C1)N(C=2SC=3C(C2)=C4SC(=CC4=C5SC(=CC35)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC=4C5=CC=C(C=C5C(C4C3)(CC6=CC=C(C=C)C=C6)CC7=CC=C(C=C)C=C7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C,
COC1=CC=C(C=C1)N(C1=CC2=C(C=C1)C1=CC=C(C=C1C21C2=CC(=CC=C2OC=2C=CC(=CC12)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC4=CC=C5C(=CC(=C6C=CC3C4=C56)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C,
C(CCCCC)OC1=C2C(SC(=C2)C=2C=CC=3N(C4=CC=CC=C4OC3C2)CCCCCCBr)=C(C2=C1SC(=C2)C=2C=CC=1N(C3=CC=CC=C3OC1C2)CCCCCCBr)OCCCCCC,
FC=1C(=C(C(F)=C(C1N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4SC(=C5OCCOC54)C=6C=CC(=CC6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC(=CC3)C=4C=CC5=CC(=CC=C5C4)C6=CC=C(C=C6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C4C=CC5=CC=CC=6C=CC3=C4C56)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC=4C5=CC=C(C=C5C(C4C3)(CCCCC=C)CCCCC=C)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C,
S1C=CC=C1C=CC2=CC=C(C=C2)N(C3=CC=C(C=C3)C)C4=CC=C(C=C4)C,
N#CC(=CC1=CC=C(C=2C=CC(=CC2)N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)C5=NSN=C15)C(=O)O,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4SC=5C=6SC(=CC6[Si](C=7C=CC=CC7)(C=8C=CC=CC8)C5C4)C=9C=CC(=CC9)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=CC=4SC(C=CC5=CC=C(C=C5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)=C(OC)C4OC)C=C3)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC5=C(C4)C=6C=CC=CC6N5C=7C=CC=CC7)C,
C=1C=CC2=C(C1)C3=CC(C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C)C6=CC=C(C=C6)C)=CC=C3N2CC,
COC1=CC=C(C=C1)N(C1=CC=C(C=C1)C1=CC=C(C=C1)N(C1=CC2=C(C=C1)C1=CC=CC=C1C21C2=CC=CC=C2OC=2C=CC=CC12)C1=CC=C(C=C1)OC)C1=CC2=C(C=C1)C1=CC=CC=C1C21C2=CC=CC=C2OC=2C=CC=CC12,
C(CCC)N(C1=CC=C(/C=C/C2=CC=C(C=C2)N(C2=CC=C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C4=CC=C(C=C4)\C=C\C4=CC=C(C=C4)N(C4=CC=C(C=C4)\C=C\C4=CC=C(C=C4)N(CCCC)CCCC)C4=CC=C(C=C4)\C=C\C4=CC=C(C=C4)N(CCCC)CCCC)C=C3)C=C2)C2=CC=C(C=C2)\C=C\C2=CC=C(C=C2)N(CCCC)CCCC)C=C1)CCCC,
C(=CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C)C=4C=CC(=CC4)C5=CC=C(C=CC6=CC=C(C=C6)N(C7=CC=C(C=C7)C)C8=CC=C(C=C8)C)C=C5,
C(C#CC1=CC=C(C=C1)N(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)#CC4=CC=C(C=C4)N(C5=CC=C(C=C5)N(C)C)C6=CC=C(C=C6)N(C)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C4C5=CC=C(C=C5N(C=6C=C(C=C(C6)N7C8=CC(=CC=C8C9=CC=C(C=C97)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)N%14C%15=CC(=CC=C%15C%16=CC=C(C=C%16%14)N(C%17=CC=C(OC)C=C%17)C%18=CC=C(OC)C=C%18)N(C%19=CC=C(OC)C=C%19)C%20=CC=C(OC)C=C%20)C4=C3)N(C%21=CC=C(OC)C=C%21)C%22=CC=C(OC)C=C%22)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C(C4=CC=C(C=C4)N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6)=C(C7=CC=C(C=C7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C%10=CC=C(C=C%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C,
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC(=CC3)C=4SC(C=CC=5SC(=CC5)C=6C=CC(=CC6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=CC4)C,
